POLICY_ID,AGENT_ID,CUST_ID,POLICY_TYPE,POLICY_DURATION,PAYMENT_FREQ,PREMIUM_AMOUNT,PAYMENT_LAG,PAYMENT_METHOD,RENEWAL_COUNT,PAYMENT_FLAG_BEFORE_3MONTHS,POLICY_CANCELLATION_FLAG,CANCELLATION_REASON,SALES_CHANNEL,POLICY_STATUS,RENEWAL_DATE
N000000255,21464008,400600913,premium,60,monthly,47616,21,cash,1,1,0,,partner,Renewed,1865980800000
N000000256,20437261,400600913,comprehensive,60,quarterly,13728,6,credit card,3,1,0,,agent,Lapsed,1886544000000
N000000257,20485192,400600926,basic,24,semi-annual,4416,18,credit card,1,1,0,,web,Lapsed,1731456000000
N000000258,21385351,400600926,comprehensive,36,annual,9028,26,cash,0,1,0,,partner,Renewed,1844208000000
N000000259,11589838,400600928,comprehensive,60,annual,48444,27,cash,2,1,0,,agent,Active,1823040000000
N000000260,645116,400600931,premium,60,monthly,43776,16,check,2,1,0,,agent,Active,1904601600000
N000000261,1248696,400600941,standard,36,quarterly,10583,17,check,3,1,0,,partner,Renewed,1778112000000
N000000262,8712186,400600957,standard,60,semi-annual,26064,5,credit card,3,1,0,,web,Renewed,1850428800000
N000000263,4647561,400600957,standard,12,monthly,1943,15,ach,3,1,0,,phone,Active,1748563200000
N000000264,21154587,400600957,comprehensive,48,monthly,48364,5,debit card,0,1,0,,phone,Active,1853280000000
N000000265,8925818,400600960,standard,36,semi-annual,13262,5,debit card,0,1,0,,web,Renewed,1776902400000
N000000266,20167461,400600965,basic,24,monthly,5832,16,check,1,0,0,,agent,Cancelled,1794441600000
N000000267,7443284,400600967,standard,12,monthly,3815,2,check,1,1,0,,partner,Cancelled,1766534400000
N000000268,17022211,400600967,comprehensive,12,semi-annual,8527,24,check,2,1,0,,web,Cancelled,1754438400000
N000000269,20415099,400600968,comprehensive,24,annual,10612,4,debit card,4,1,0,,phone,Renewed,1771372800000
N000000270,21361428,400600969,premium,48,monthly,26803,1,bank transfer,3,1,0,,phone,Cancelled,1828051200000
N000000271,8793538,400600972,basic,60,quarterly,22080,13,check,1,1,0,,partner,Lapsed,1841011200000
N000000272,6542069,400600972,basic,48,semi-annual,11376,29,bank transfer,4,1,0,,agent,Renewed,1842912000000
N000000273,20611013,400600975,basic,48,semi-annual,8064,25,cash,4,1,0,,phone,Cancelled,1832630400000
N000000274,8726161,400600975,basic,48,semi-annual,16176,29,cash,2,1,0,,web,Lapsed,1822262400000
N000000275,18033070,400600975,comprehensive,48,semi-annual,17529,12,ach,0,1,0,,phone,Active,1838851200000
N000000276,2568194,400600980,basic,24,semi-annual,7776,4,check,1,1,0,,partner,Lapsed,1751500800000
N000000277,2230542,400600980,comprehensive,60,monthly,42900,0,cash,1,1,0,,web,Cancelled,1909958400000
N000000278,8310722,400600985,basic,36,annual,14832,23,cash,2,0,0,,web,Active,1774569600000
N000000279,2196935,400600986,basic,24,monthly,4896,18,debit card,0,0,1,customer request,phone,Cancelled,1795564800000
N000000280,8727486,400600986,premium,12,semi-annual,8889,22,check,4,1,0,,web,Renewed,1781740800000
N000000281,20672888,400600989,basic,36,annual,6948,12,credit card,3,1,0,,agent,Cancelled,1761955200000
N000000282,19474765,400600989,comprehensive,24,semi-annual,15892,16,ach,4,1,0,,agent,Cancelled,1784246400000
N000000283,21065147,400601000,basic,60,monthly,18540,16,debit card,3,1,0,,phone,Active,1906416000000
N000000284,18413762,400601000,basic,60,monthly,8760,2,credit card,4,0,0,,phone,Active,1828483200000
N000000285,2294764,400601003,standard,36,semi-annual,11707,27,credit card,0,1,1,fraud suspected,partner,Cancelled,1766793600000
N000000286,17851733,400601007,basic,12,quarterly,2724,7,check,0,0,0,,web,Renewed,1767312000000
N000000287,11730215,400601014,standard,24,semi-annual,7833,1,ach,0,0,1,moved to competitor,web,Cancelled,1762473600000
N000000288,6770602,400601014,standard,12,annual,2462,26,cash,3,1,0,,web,Lapsed,1717113600000
N000000289,7623505,400601021,basic,24,annual,5496,18,debit card,2,0,0,,agent,Lapsed,1762905600000
N000000290,4709163,400601024,comprehensive,36,annual,31284,25,ach,2,1,0,,web,Active,1786320000000
N000000291,21430293,400601028,basic,36,monthly,5004,16,check,2,1,0,,phone,Cancelled,1758153600000
N000000292,21613490,400601040,premium,36,semi-annual,11347,15,credit card,2,0,0,,partner,Lapsed,1841875200000
N000000293,20665237,400601040,standard,60,annual,23184,11,debit card,1,1,0,,web,Lapsed,1871596800000
N000000294,18956593,400601043,premium,24,semi-annual,9100,11,debit card,0,1,0,,phone,Active,1735948800000
N000000295,3305406,400601054,standard,60,annual,27144,24,credit card,3,1,0,,agent,Cancelled,1828569600000
N000000296,19290865,400601055,premium,48,semi-annual,37555,4,cash,4,1,0,,agent,Renewed,1856822400000
N000000297,7929210,400601066,premium,48,annual,21273,18,check,4,1,1,high risk,agent,Cancelled,1814572800000
N000000298,20656070,400601071,basic,60,quarterly,11220,20,check,4,1,0,,agent,Renewed,1850169600000
N000000299,21427980,400601074,comprehensive,36,monthly,25581,26,check,1,1,0,,agent,Lapsed,1839369600000
N000000300,19422257,400601076,premium,48,quarterly,21427,12,credit card,0,1,0,,partner,Lapsed,1798848000000
N000000301,5728427,400601082,basic,24,quarterly,5160,22,bank transfer,2,1,0,,web,Lapsed,1750982400000
N000000302,19295195,400601088,premium,48,quarterly,34713,6,debit card,1,1,0,,phone,Renewed,1855440000000
N000000303,19198236,400601091,basic,60,monthly,18780,14,bank transfer,0,1,0,,phone,Renewed,1894838400000
N000000304,20085190,400601092,comprehensive,36,annual,30333,12,bank transfer,1,1,0,,web,Cancelled,1761091200000
N000000305,18388775,400601092,standard,60,monthly,26424,18,credit card,2,0,0,,agent,Lapsed,1881705600000
N000000306,17516593,400601095,comprehensive,60,semi-annual,58740,25,check,3,1,0,,phone,Lapsed,1911427200000
N000000307,18455947,400601099,premium,48,monthly,28185,22,debit card,2,1,1,high risk,partner,Cancelled,1826236800000
N000000308,21015842,400601099,basic,60,annual,26040,24,bank transfer,2,1,0,,agent,Renewed,1886544000000
N000000309,20158421,400601102,standard,24,quarterly,5183,18,bank transfer,4,0,0,,web,Renewed,1769040000000
N000000310,21314393,400601104,basic,60,annual,17520,5,bank transfer,0,1,0,,phone,Lapsed,1903996800000
N000000311,20874570,400601104,standard,12,semi-annual,2476,23,bank transfer,1,0,0,,phone,Cancelled,1716854400000
N000000312,17937417,400601107,standard,36,semi-annual,15595,12,bank transfer,4,0,0,,partner,Active,1826409600000
N000000313,20855814,400601109,comprehensive,48,annual,23443,19,check,4,1,0,,phone,Renewed,1880409600000
N000000314,20765101,400601109,comprehensive,12,annual,11642,16,check,4,1,0,,agent,Renewed,1715990400000
N000000315,21236913,400601110,premium,48,monthly,15129,2,cash,1,1,0,,agent,Renewed,1836950400000
N000000316,21474607,400601116,comprehensive,60,semi-annual,64680,1,credit card,3,0,0,,phone,Cancelled,1829001600000
N000000317,21212734,400601123,standard,24,annual,7862,2,debit card,2,1,0,,partner,Renewed,1734480000000
N000000318,21450415,400601126,comprehensive,48,annual,32313,20,check,4,1,0,,agent,Active,1809043200000
N000000319,20170793,400601128,premium,36,annual,19296,27,bank transfer,1,0,0,,web,Lapsed,1821657600000
N000000320,5063907,400601131,basic,24,quarterly,8664,29,credit card,4,1,0,,phone,Renewed,1816646400000
N000000321,21149294,400601149,standard,36,annual,16113,19,cash,0,1,0,,partner,Lapsed,1790899200000
N000000322,5421748,400601153,comprehensive,24,monthly,21542,26,ach,4,1,0,,web,Cancelled,1764115200000
N000000323,16171671,400601153,basic,48,quarterly,12240,7,credit card,1,1,0,,partner,Renewed,1810166400000
N000000324,19770434,400601156,basic,60,quarterly,8160,28,check,2,1,0,,partner,Cancelled,1900713600000
N000000325,19409771,400601165,basic,36,semi-annual,10116,28,check,0,1,0,,web,Renewed,1779408000000
N000000326,18553352,400601165,basic,60,quarterly,28980,22,cash,0,1,0,,agent,Renewed,1903824000000
N000000327,6082563,400601173,basic,12,quarterly,2724,3,check,4,0,0,,web,Renewed,1718582400000
N000000328,20768821,400601177,comprehensive,48,semi-annual,31257,25,debit card,0,0,0,,partner,Renewed,1827964800000
N000000329,21673382,400601177,comprehensive,24,annual,5544,11,check,4,0,1,non-payment,phone,Cancelled,1745020800000
N000000330,19751655,400601181,standard,48,semi-annual,19929,9,debit card,0,1,0,,phone,Active,1863648000000
N000000331,7474121,400601181,basic,24,monthly,7512,29,check,3,0,0,,web,Lapsed,1801008000000
N000000332,20679593,400601186,premium,36,quarterly,21888,18,debit card,4,0,1,high risk,agent,Cancelled,1790208000000
N000000333,19950445,400601190,premium,24,semi-annual,6336,3,ach,2,1,0,,partner,Active,1749254400000
N000000334,8936866,400601190,basic,12,monthly,2160,11,cash,4,0,1,customer request,web,Cancelled,1712880000000
N000000335,20136392,400601191,premium,24,monthly,4416,0,debit card,3,1,0,,web,Lapsed,1805241600000
N000000336,20469398,400601192,premium,24,semi-annual,4185,8,bank transfer,3,1,0,,partner,Active,1746316800000
N000000337,1285894,400601193,comprehensive,12,annual,11642,18,check,3,1,0,,phone,Lapsed,1747958400000
N000000338,1902428,400601194,premium,24,semi-annual,17241,23,bank transfer,2,1,0,,agent,Active,1757894400000
N000000339,511191,400601194,premium,60,quarterly,21696,6,ach,2,1,0,,agent,Lapsed,1907884800000
N000000340,6143306,400601194,basic,60,monthly,21840,18,bank transfer,4,0,0,,partner,Cancelled,1884297600000
N000000341,20844318,400601198,comprehensive,24,quarterly,23654,27,ach,2,0,1,moved to competitor,agent,Cancelled,1727395200000
N000000342,20495598,400601201,comprehensive,48,semi-annual,27244,22,credit card,4,1,0,,agent,Lapsed,1817683200000
N000000343,8609281,400601201,premium,24,monthly,12288,0,bank transfer,3,1,0,,web,Active,1796515200000
N000000344,18980675,400601205,premium,12,quarterly,5452,11,credit card,1,1,1,moved to competitor,agent,Cancelled,1744848000000
N000000345,16810089,400601206,premium,12,quarterly,5990,10,bank transfer,2,1,0,,agent,Cancelled,1737849600000
N000000346,7713900,400601206,standard,12,monthly,5039,22,cash,0,1,0,,phone,Renewed,1762732800000
N000000347,21296391,400601208,comprehensive,36,semi-annual,8316,6,check,1,1,0,,phone,Active,1760918400000
N000000348,21319659,400601208,comprehensive,12,quarterly,2798,11,ach,1,1,0,,partner,Renewed,1743897600000
N000000349,21328137,400601211,standard,60,semi-annual,34272,6,ach,3,1,0,,agent,Active,1887580800000
N000000350,244341,400601211,comprehensive,48,monthly,24816,28,debit card,2,1,1,customer request,web,Cancelled,1879113600000
N000000351,18851024,400601212,basic,24,annual,8736,13,check,1,0,1,high risk,phone,Cancelled,1745798400000
N000000352,16988233,400601212,comprehensive,48,monthly,17001,15,bank transfer,3,1,0,,phone,Cancelled,1872892800000
N000000353,18355541,400601219,comprehensive,12,annual,6283,26,cash,1,1,0,,web,Renewed,1746316800000
N000000354,17936103,400601220,basic,48,semi-annual,17616,3,debit card,0,1,0,,partner,Lapsed,1821916800000
N000000355,7405896,400601224,comprehensive,24,semi-annual,14889,9,credit card,2,0,0,,web,Lapsed,1781308800000
N000000356,19652589,400601224,comprehensive,36,quarterly,35877,24,check,4,1,0,,partner,Cancelled,1762819200000
N000000357,20582031,400601227,basic,60,annual,10200,27,credit card,1,1,0,,partner,Active,1877126400000
N000000358,21551919,400601227,basic,36,semi-annual,7560,3,bank transfer,2,1,0,,agent,Cancelled,1756166400000
N000000359,20635531,400601228,premium,36,monthly,6048,16,ach,4,1,0,,phone,Renewed,1773792000000
N000000360,19590986,400601235,premium,24,semi-annual,15436,4,credit card,0,1,0,,web,Renewed,1734566400000
N000000361,19542737,400601235,standard,60,monthly,8856,21,cash,1,1,1,non-payment,web,Cancelled,1873238400000
N000000362,14168907,400601248,premium,24,annual,5683,26,bank transfer,4,1,0,,partner,Cancelled,1810166400000
N000000363,19253899,400601248,comprehensive,48,monthly,40656,0,ach,2,0,0,,partner,Renewed,1833840000000
N000000364,7552395,400601262,standard,36,semi-annual,10022,17,debit card,1,1,0,,agent,Lapsed,1825027200000
N000000365,20105686,400601264,comprehensive,12,annual,8527,27,credit card,2,1,0,,partner,Lapsed,1695772800000
N000000366,4591841,400601266,premium,24,semi-annual,16281,1,ach,0,1,0,,web,Renewed,1729468800000
N000000367,17747080,400601266,comprehensive,36,annual,15523,23,check,1,1,0,,partner,Lapsed,1788912000000
N000000368,16689381,400601267,premium,48,semi-annual,23500,26,ach,4,1,0,,partner,Active,1806105600000
N000000369,1196780,400601267,standard,12,semi-annual,6897,16,cash,3,1,0,,phone,Lapsed,1699920000000
N000000370,10174580,400601270,premium,24,annual,14822,1,check,2,1,0,,web,Renewed,1799366400000
N000000371,18862730,400601270,standard,60,annual,15120,25,cash,2,1,0,,web,Lapsed,1852588800000
N000000372,20733296,400601272,standard,60,semi-annual,17208,24,debit card,1,0,0,,phone,Lapsed,1841961600000
N000000373,21345186,400601275,basic,48,semi-annual,18096,24,check,0,1,0,,partner,Lapsed,1880323200000
N000000374,2163409,400601275,premium,24,annual,14131,22,debit card,2,1,0,,agent,Renewed,1815091200000
N000000375,21342161,400601280,basic,60,monthly,10920,6,debit card,4,1,0,,phone,Active,1850601600000
N000000376,1152140,400601281,premium,36,quarterly,8409,7,ach,3,1,0,,agent,Cancelled,1782950400000
N000000377,19969448,400601283,basic,36,semi-annual,6588,11,cash,4,1,0,,phone,Lapsed,1761004800000
N000000378,5448664,400601284,basic,48,quarterly,8208,21,credit card,1,1,0,,phone,Active,1787184000000
N000000379,10222534,400601298,premium,60,semi-annual,29088,19,credit card,2,1,0,,web,Lapsed,1837900800000
N000000380,17624714,400601298,premium,36,quarterly,23558,28,debit card,3,1,0,,phone,Cancelled,1772928000000
N000000381,17718437,400601301,comprehensive,36,quarterly,29779,19,credit card,2,1,0,,agent,Renewed,1850169600000
N000000382,17633806,400601329,standard,48,annual,22060,27,ach,3,1,0,,partner,Lapsed,1854576000000
N000000383,19568439,400601333,basic,12,annual,3012,7,ach,0,0,0,,web,Lapsed,1755907200000
N000000384,20533774,400601335,comprehensive,12,quarterly,5332,14,cash,3,1,0,,agent,Cancelled,1749772800000
N000000385,567562,400601341,standard,36,monthly,4967,27,bank transfer,1,0,1,high risk,phone,Cancelled,1785196800000
N000000386,21229736,400601341,comprehensive,36,annual,11721,13,cash,2,0,0,,web,Active,1799193600000
N000000387,21660223,400601347,standard,48,annual,13881,5,check,2,0,0,,partner,Lapsed,1872288000000
N000000388,17254893,400601350,premium,60,semi-annual,27840,0,bank transfer,3,0,0,,partner,Renewed,1858809600000
N000000389,1911280,400601352,premium,60,semi-annual,40608,1,ach,3,0,0,,phone,Renewed,1852848000000
N000000390,16909782,400601358,comprehensive,36,annual,15444,22,cash,0,1,0,,partner,Renewed,1811980800000
N000000391,13733532,400601366,basic,12,monthly,2904,20,debit card,4,0,0,,partner,Active,1749686400000
N000000392,3305119,400601367,standard,12,monthly,6839,13,cash,4,1,0,,phone,Cancelled,1696550400000
N000000393,20789642,400601371,standard,24,semi-annual,6134,7,credit card,0,0,0,,partner,Lapsed,1816214400000
N000000394,20700561,400601383,comprehensive,24,monthly,20908,28,debit card,4,1,0,,agent,Renewed,1730505600000
N000000395,17476848,400601383,premium,12,monthly,2841,16,check,2,1,0,,web,Renewed,1717200000000
N000000396,19210615,400601386,premium,60,quarterly,32736,1,ach,1,1,0,,partner,Lapsed,1910390400000
N000000397,20232519,400601394,comprehensive,48,quarterly,20908,23,credit card,1,1,0,,partner,Lapsed,1807488000000
N000000398,21017640,400601399,premium,36,monthly,13305,29,ach,3,1,0,,web,Cancelled,1847404800000
N000000399,1006721,400601400,premium,48,semi-annual,27955,28,check,3,0,0,,partner,Cancelled,1792540800000
N000000400,21388371,400601400,comprehensive,12,semi-annual,11167,20,ach,1,1,0,,agent,Lapsed,1778544000000
N000000401,20115656,400601405,standard,12,monthly,3801,0,debit card,0,1,0,,agent,Lapsed,1694649600000
N000000402,8597817,400601405,premium,60,annual,36480,20,cash,0,1,0,,web,Cancelled,1824422400000
N000000403,20222054,400601407,standard,12,quarterly,6508,21,bank transfer,2,1,0,,agent,Lapsed,1784073600000
N000000404,19399111,400601407,comprehensive,24,quarterly,9662,2,ach,4,1,0,,web,Active,1730505600000
N000000405,7908994,400601410,basic,12,semi-annual,1896,5,cash,0,1,0,,partner,Active,1711411200000
N000000406,20982594,400601416,comprehensive,36,monthly,14968,13,cash,2,0,1,non-payment,phone,Cancelled,1791763200000
N000000407,8284932,400601416,basic,12,semi-annual,3672,10,cash,0,1,0,,phone,Cancelled,1771718400000
N000000408,21421393,400601422,premium,60,semi-annual,46080,3,cash,2,1,0,,partner,Lapsed,1881792000000
N000000409,8515577,400601423,basic,36,quarterly,17388,28,credit card,0,1,0,,web,Active,1758153600000
N000000410,21150648,400601431,comprehensive,48,quarterly,43296,4,debit card,2,1,0,,phone,Renewed,1793664000000
N000000411,17080015,400601431,standard,60,monthly,25776,18,debit card,3,0,0,,web,Cancelled,1823126400000
N000000412,20643872,400601431,standard,60,monthly,33336,24,cash,2,1,0,,agent,Renewed,1898726400000
N000000413,17906481,400601432,comprehensive,36,annual,31363,12,ach,2,1,0,,web,Lapsed,1758931200000
N000000414,17922308,400601438,comprehensive,60,quarterly,29172,22,bank transfer,0,1,0,,agent,Renewed,1864252800000
N000000415,17575745,400601438,premium,36,quarterly,28166,18,bank transfer,4,1,0,,web,Lapsed,1763856000000
N000000416,21446969,400601444,basic,48,annual,15840,3,bank transfer,1,1,0,,agent,Lapsed,1805846400000
N000000417,20383328,400601445,premium,48,quarterly,25958,13,cash,4,0,0,,agent,Active,1820793600000
N000000418,1073786,400601445,comprehensive,12,quarterly,10375,13,bank transfer,0,1,0,,agent,Lapsed,1753056000000
N000000419,20285048,400601448,standard,48,quarterly,21830,9,debit card,2,0,0,,partner,Active,1879459200000
N000000420,17676138,400601451,basic,60,annual,26700,4,credit card,3,1,0,,web,Renewed,1910131200000
N000000421,10283829,400601451,premium,24,monthly,15168,25,ach,4,1,0,,agent,Active,1799020800000
N000000422,1353839,400601464,comprehensive,48,semi-annual,16262,28,bank transfer,2,0,0,,agent,Cancelled,1834185600000
N000000423,9373990,400601465,comprehensive,12,semi-annual,8474,12,ach,3,0,0,,partner,Active,1708473600000
N000000424,18187548,400601478,basic,60,annual,27060,29,bank transfer,3,1,1,moved to competitor,partner,Cancelled,1903824000000
N000000425,8992034,400601478,premium,24,quarterly,3840,10,credit card,0,1,0,,phone,Lapsed,1743465600000
N000000426,8993080,400601479,comprehensive,12,quarterly,8870,22,cash,4,1,1,non-payment,partner,Cancelled,1741478400000
N000000427,20536854,400601480,basic,36,semi-annual,13968,26,ach,3,1,0,,partner,Cancelled,1804377600000
N000000428,12148370,400601483,comprehensive,24,quarterly,20433,23,debit card,2,1,0,,web,Lapsed,1783123200000
N000000429,1110402,400601492,comprehensive,60,annual,27588,1,cash,3,0,0,,agent,Lapsed,1912636800000
N000000430,21107760,400601492,basic,60,semi-annual,12780,18,credit card,1,1,0,,phone,Renewed,1879027200000
N000000431,20512961,400601495,standard,36,quarterly,7948,25,check,4,0,1,non-payment,agent,Cancelled,1804982400000
N000000432,6079719,400601495,premium,60,quarterly,10656,8,cash,0,1,0,,phone,Active,1874448000000
N000000433,414602,400601499,basic,60,quarterly,26220,24,debit card,4,1,0,,web,Renewed,1829088000000
N000000434,16477952,400601511,premium,48,monthly,35251,1,bank transfer,1,1,0,,agent,Lapsed,1855353600000
N000000435,221018,400601518,comprehensive,48,monthly,17740,6,cash,1,1,0,,agent,Cancelled,1800403200000
N000000436,14554120,400601519,comprehensive,48,semi-annual,42873,29,bank transfer,2,1,0,,agent,Cancelled,1881360000000
N000000437,16258558,400601524,basic,60,semi-annual,27300,29,ach,0,1,0,,phone,Active,1869609600000
N000000438,21246285,400601524,basic,12,semi-annual,3420,6,cash,4,1,0,,web,Cancelled,1738281600000
N000000439,18630134,400601544,standard,36,monthly,10151,4,ach,1,1,0,,web,Cancelled,1802304000000
N000000440,20540250,400601544,premium,36,quarterly,18374,26,debit card,0,1,0,,phone,Active,1792713600000
N000000441,20198997,400601549,basic,24,monthly,3024,1,bank transfer,0,0,0,,agent,Renewed,1787356800000
N000000442,16248915,400601549,premium,12,monthly,6355,27,ach,3,1,0,,partner,Renewed,1769817600000
N000000443,20973239,400601550,comprehensive,48,monthly,34742,10,credit card,2,1,0,,agent,Lapsed,1840233600000
N000000444,20864465,400601551,standard,24,monthly,8496,6,cash,4,1,0,,web,Cancelled,1735430400000
N000000445,20536854,400601552,comprehensive,36,quarterly,32947,10,ach,2,1,0,,partner,Lapsed,1786752000000
N000000446,13273426,400601555,comprehensive,48,quarterly,26611,5,cash,0,1,0,,phone,Active,1834358400000
N000000447,20173938,400601555,premium,48,semi-annual,8755,0,bank transfer,0,0,0,,phone,Renewed,1821657600000
N000000448,20794497,400601564,basic,12,annual,2340,23,check,0,0,0,,partner,Active,1695772800000
N000000449,6428124,400601566,basic,48,monthly,22560,9,cash,2,0,0,,phone,Lapsed,1793491200000
N000000450,7890042,400601568,standard,60,quarterly,17928,22,ach,3,1,0,,web,Renewed,1844294400000
N000000451,20146957,400601570,comprehensive,60,monthly,16236,24,bank transfer,2,1,0,,agent,Lapsed,1848960000000
N000000452,17982131,400601570,premium,12,quarterly,5702,12,ach,0,1,0,,phone,Renewed,1773619200000
N000000453,21341791,400601578,premium,36,monthly,24940,23,credit card,3,1,0,,phone,Active,1779235200000
N000000454,5415523,400601586,premium,12,monthly,2438,19,cash,2,1,0,,agent,Active,1712534400000
N000000455,21028917,400601587,comprehensive,48,semi-annual,47625,7,bank transfer,0,1,0,,web,Cancelled,1868745600000
N000000456,9243178,400601592,basic,60,semi-annual,20520,15,bank transfer,0,1,0,,phone,Cancelled,1837123200000
N000000457,3284392,400601592,comprehensive,36,annual,31996,19,cash,0,1,0,,web,Cancelled,1788998400000
N000000458,21605835,400601595,comprehensive,36,quarterly,29304,15,check,3,1,0,,agent,Active,1844640000000
N000000459,17347849,400601598,standard,60,semi-annual,22968,16,bank transfer,4,1,0,,web,Active,1857772800000
N000000460,21404471,400601606,basic,60,annual,14640,11,debit card,3,1,0,,phone,Renewed,1893888000000
N000000461,17991128,400601606,standard,12,annual,4651,24,check,0,1,0,,partner,Lapsed,1729209600000
N000000462,4791319,400601608,premium,12,monthly,4339,15,debit card,2,1,0,,phone,Cancelled,1748736000000
N000000463,18395622,400601609,premium,48,semi-annual,38169,12,credit card,0,0,0,,web,Active,1823817600000
N000000464,17719208,400601609,standard,48,quarterly,23327,18,ach,4,1,0,,partner,Renewed,1860710400000
N000000465,20022319,400601613,standard,12,semi-annual,3614,7,credit card,0,1,0,,web,Active,1705622400000
N000000466,8072206,400601614,comprehensive,60,quarterly,54648,13,debit card,1,1,0,,partner,Renewed,1907280000000
N000000467,8743548,400601622,premium,36,semi-annual,25171,16,ach,1,0,0,,agent,Cancelled,1814054400000
N000000468,19832684,400601622,standard,36,quarterly,13996,9,credit card,0,1,0,,phone,Cancelled,1775865600000
N000000469,10898172,400601623,basic,12,annual,5364,8,bank transfer,3,1,0,,web,Active,1704672000000
N000000470,19627795,400601623,basic,36,annual,12672,24,debit card,3,1,1,customer request,agent,Cancelled,1758585600000
N000000471,7833871,400601627,basic,36,semi-annual,6408,19,check,0,0,0,,phone,Renewed,1793491200000
N000000472,20514029,400601630,basic,60,quarterly,24900,28,credit card,0,1,0,,phone,Cancelled,1824422400000
N000000473,20359143,400601630,basic,60,monthly,29460,9,bank transfer,3,1,0,,agent,Lapsed,1884038400000
N000000474,19020706,400601631,standard,12,monthly,4031,27,debit card,3,1,0,,phone,Cancelled,1744934400000
N000000475,20100085,400601635,premium,36,quarterly,20908,0,check,0,1,0,,partner,Renewed,1822608000000
N000000476,30069,400601644,premium,48,annual,23731,26,ach,2,0,1,fraud suspected,agent,Cancelled,1881619200000
N000000477,20808087,400601650,comprehensive,60,semi-annual,22704,13,check,2,0,1,high risk,web,Cancelled,1883520000000
N000000478,21133448,400601651,basic,12,quarterly,2820,8,cash,0,1,0,,agent,Renewed,1783296000000
N000000479,17199811,400601652,comprehensive,24,monthly,14097,10,debit card,4,1,0,,web,Lapsed,1728518400000
N000000480,1319850,400601652,comprehensive,60,quarterly,30756,16,bank transfer,4,1,0,,web,Cancelled,1884988800000
N000000481,20735710,400601656,standard,24,semi-annual,12902,2,cash,2,1,0,,agent,Cancelled,1726444800000
N000000482,20271319,400601662,comprehensive,24,quarterly,5649,23,credit card,1,1,0,,web,Renewed,1795651200000
N000000483,19546743,400601662,basic,60,annual,14880,19,check,3,1,0,,phone,Lapsed,1832457600000
N000000484,16796217,400601665,premium,36,annual,13248,16,debit card,1,0,0,,web,Lapsed,1819843200000
N000000485,20319545,400601670,premium,48,semi-annual,28953,14,credit card,2,0,0,,partner,Active,1848873600000
N000000486,17166998,400601670,standard,48,monthly,14803,17,check,4,0,0,,web,Renewed,1808956800000
N000000487,17820690,400601674,premium,24,monthly,7910,10,credit card,0,1,0,,agent,Lapsed,1803513600000
N000000488,14697972,400601676,standard,48,semi-annual,27244,14,bank transfer,0,0,0,,phone,Active,1787356800000
N000000489,18363337,400601682,basic,48,annual,8352,17,cash,3,1,0,,phone,Active,1803513600000
N000000490,20212457,400601684,comprehensive,48,quarterly,43190,9,check,4,1,1,moved to competitor,web,Cancelled,1802390400000
N000000491,19227647,400601685,comprehensive,36,monthly,38570,12,cash,0,1,0,,web,Active,1770940800000
N000000492,20537373,400601688,standard,12,semi-annual,6263,14,bank transfer,3,1,0,,phone,Active,1703635200000
N000000493,20531629,400601689,premium,48,monthly,7833,16,check,3,1,0,,partner,Cancelled,1790640000000
N000000494,20171988,400601689,basic,36,monthly,15768,22,debit card,0,0,0,,phone,Cancelled,1756857600000
N000000495,17160588,400601698,standard,12,annual,5054,12,cash,0,0,0,,web,Lapsed,1766188800000
N000000496,1576989,400601715,standard,12,monthly,6163,18,cash,1,1,0,,web,Lapsed,1721520000000
N000000497,3772364,400601716,premium,24,semi-annual,9792,4,cash,2,1,0,,phone,Renewed,1737244800000
N000000498,21598009,400601716,comprehensive,48,quarterly,50476,3,ach,1,1,0,,agent,Active,1868400000000
N000000499,19851986,400601721,basic,60,semi-annual,21180,12,credit card,3,0,0,,phone,Lapsed,1856217600000
N000000500,17895359,400601724,premium,48,quarterly,19353,24,cash,3,1,0,,phone,Active,1858809600000
N000000501,11485546,400601724,comprehensive,36,quarterly,22096,4,bank transfer,1,0,0,,web,Active,1840665600000
N000000502,3307595,400601725,standard,12,monthly,6825,29,ach,4,1,0,,phone,Cancelled,1748476800000
N000000503,18103607,400601727,basic,12,monthly,5772,21,check,4,1,0,,phone,Renewed,1775001600000
N000000504,21632271,400601732,premium,24,semi-annual,18892,13,check,1,1,0,,phone,Lapsed,1730246400000
N000000505,17002590,400601732,premium,60,quarterly,23136,23,ach,0,1,0,,partner,Active,1895011200000
N000000506,21024153,400601740,premium,60,annual,41472,19,ach,0,1,0,,agent,Renewed,1906675200000
N000000507,20298884,400601740,premium,36,quarterly,17798,20,cash,2,1,0,,web,Active,1830297600000
N000000508,17558082,400601740,premium,60,monthly,45792,0,credit card,0,1,0,,partner,Active,1873670400000
N000000509,17866186,400601741,standard,36,quarterly,18187,23,debit card,3,1,0,,web,Cancelled,1803340800000
N000000510,11797822,400601749,standard,48,semi-annual,21542,5,ach,4,1,0,,partner,Cancelled,1878076800000
N000000511,20658245,400601751,basic,60,monthly,6120,15,credit card,0,0,0,,agent,Renewed,1842566400000
N000000512,19421722,400601752,premium,48,quarterly,24576,0,debit card,0,0,0,,phone,Renewed,1799625600000
N000000513,19636778,400601754,comprehensive,48,annual,16368,12,ach,0,1,0,,agent,Cancelled,1832457600000
